master_id,ebsco_search_position,title,screening_status,Q1_1_management_domain,Q1_2_empirical_ulmc,Q1_3_not_pls,decision,confidence,rationale,q1_1_reason_code,q1_1_reason_text,q1_2_reason_code,q1_2_reason_text,q1_3_reason_code,q1_3_reason_text,decision_reason_code,decision_reason_text,evidence_type,pdf_evidence_snippet,text_file
M0292,112,From retention to turnover: the paradoxical role of career optimism and the moderating effect of psychological safety.,included,True,True,True,included,medium,Q1.1–Q1.3 all pass,DOMAIN_PASS_KEYWORDS_METADATA,management-domain keywords in metadata (n=4),ULMC_PASS_EMPIRICAL,empirical ULMC detected (ulmc_signals=1),PLS_PASS_NOT_DETECTED,no PLS-SEM detected,INCLUDE_ALL_CRITERIA_PASS,Q1.1 PASS (DOMAIN_PASS_KEYWORDS_METADATA): management-domain keywords in metadata (n=4). Q1.2 PASS (ULMC_PASS_EMPIRICAL): empirical ULMC detected (ulmc_signals=1). Q1.3 PASS (PLS_PASS_NOT_DETECTED): no PLS-SEM detected. Decision: included — all Level 1 criteria pass.,ulmc,"ollowing the recommendation of Podsako et al. (2003), the unmeasured latent method factor approach was employed to test for common method bias. The",EBSCO_M0292_Gong_2026_From_retention_to_turnover_the_paradoxical_role.txt
M0293,113,The impact of self-transcendence values on cooperative behaviors: attitude mediation and emotional moderation.,level1_fail,True,True,True,excluded,high,Low confidence include — verify manually. Q1.1–Q1.3 all pass,DOMAIN_PASS_KEYWORDS_INTRO,management-domain keywords in PDF intro (n=4),ULMC_PASS_EMPIRICAL,empirical ULMC detected (ulmc_signals=1),PLS_PASS_NOT_DETECTED,no PLS-SEM detected,EXCLUDE_Q1_1_DOMAIN_USER,Q1.1 PASS (DOMAIN_PASS_KEYWORDS_INTRO): management-domain keywords in PDF intro (n=4). Q1.2 PASS (ULMC_PASS_EMPIRICAL): empirical ULMC detected (ulmc_signals=1). Q1.3 PASS (PLS_PASS_NOT_DETECTED): no PLS-SEM detected. Decision: manual_review — low-confidence include; all criteria pass in automation but verify domain/sample (not excluded). User override: exclude; domain out of scope — language classroom cooperative learning; not organizational,ulmc,"ntial inﬂuence of common method bias (CMB), we employed the unmeasured latent method factor (ULMF) approach for statistical control (Podsakoﬀet al., 20",EBSCO_M0293_Kong_2026_The_impact_of_self-transcendence_values_on_coope.txt
M0294,114,Psychological pathways between leadership behavior and work-family balance: the mediating roles of employee satisfaction and perceived support.,included,True,True,True,included,high,Q1.1–Q1.3 all pass,DOMAIN_PASS_JOURNAL_OUTLET,management journal/outlet match,ULMC_PASS_EMPIRICAL,empirical ULMC detected (ulmc_signals=2),PLS_PASS_NOT_DETECTED,no PLS-SEM detected,INCLUDE_ALL_CRITERIA_PASS,Q1.1 PASS (DOMAIN_PASS_JOURNAL_OUTLET): management journal/outlet match. Q1.2 PASS (ULMC_PASS_EMPIRICAL): empirical ULMC detected (ulmc_signals=2). Q1.3 PASS (PLS_PASS_NOT_DETECTED): no PLS-SEM detected. Decision: included — all Level 1 criteria pass.,ulmc,ent factor (CLF) technique was implemented by including an unmeasured latent method factor in the structural model with all observed indicators loadi,EBSCO_M0294_Lyu_2025_Psychological_pathways_between_leadership_behavi.txt
M0295,115,The influence of sports technology device usage on middle-aged health anxiety: chain mediation effects of health control perception and self-efficacy reconstruction.,level1_fail,True,False,True,excluded,low,Q1.2: Harman primary CMV test; ULMC mention insufficient,DOMAIN_BORDERLINE_PUBLIC_HEALTH,Public health / epidemics framing — verify management-domain scope,ULMC_FAIL_HARMAN_ONLY,Harman primary CMV test; ULMC mention insufficient,PLS_PASS_NOT_DETECTED,no PLS-SEM detected,EXCLUDE_Q1_2_ULMC,Q1.1 PASS (DOMAIN_BORDERLINE_PUBLIC_HEALTH): Public health / epidemics framing — verify management-domain scope. Q1.2 FAIL (ULMC_FAIL_HARMAN_ONLY): Harman primary CMV test; ULMC mention insufficient. Q1.3 PASS (PLS_PASS_NOT_DETECTED): no PLS-SEM detected. Decision: excluded — Level 1 eligibility fail.,ulmc,d SER on HA. 4 Research results 4.1 Common method bias test Exploratory factor analysis (EFA) using Harman’s single-factor test showed that the first unrotated princ,EBSCO_M0295_Feixuan Li_2025_The_influence_of_sports_technology_device_usage.txt
M0296,116,Influencing factors and mediating mechanisms of job crafting in clinical nursing practice.,included,True,True,True,included,medium,Q1.1–Q1.3 all pass,DOMAIN_BORDERLINE_PUBLIC_HEALTH,Public health / epidemics framing — verify management-domain scope,ULMC_PASS_EMPIRICAL,empirical ULMC detected (ulmc_signals=2),PLS_PASS_NOT_DETECTED,no PLS-SEM detected,INCLUDE_ALL_CRITERIA_PASS,Q1.1 PASS (DOMAIN_BORDERLINE_PUBLIC_HEALTH): Public health / epidemics framing — verify management-domain scope. Q1.2 PASS (ULMC_PASS_EMPIRICAL): empirical ULMC detected (ulmc_signals=2). Q1.3 PASS (PLS_PASS_NOT_DETECTED): no PLS-SEM detected. Decision: included — all Level 1 criteria pass.,ulmc,"ias test To assess common method variance, we employed the unmeasured latent method factor approach recommended by Podsakoff et al. (43). We compared",EBSCO_M0296_Jia Wang_2025_Influencing_factors_and_mediating_mechanisms_of.txt
M0297,117,FRAUD DIAMOND ANALYSIS IN REVEALING ASSET MISAPPROPRIATION WITH FRAUD RISK ASSESSMENT AS A MODERATING VARIABLE: A PERSPECTIVE OF THE FRAUD DIAMOND THEORY.,excluded_pls,True,True,False,excluded_pls,medium,PLS-SEM excluded (Q1.3): PLS-SEM estimation detected; domain=True; ulmc=True,DOMAIN_PASS_KEYWORDS_METADATA,management-domain keywords in metadata (n=3),ULMC_PASS_EMPIRICAL,empirical ULMC detected (ulmc_signals=1),PLS_FAIL_SEM_DETECTED,PLS-SEM estimation detected,EXCLUDE_Q1_3_PLS,Q1.1 PASS (DOMAIN_PASS_KEYWORDS_METADATA): management-domain keywords in metadata (n=3). Q1.2 PASS (ULMC_PASS_EMPIRICAL): empirical ULMC detected (ulmc_signals=1). Q1.3 FAIL (PLS_FAIL_SEM_DETECTED): PLS-SEM estimation detected. Decision: excluded_pls — PLS-SEM detected (Q1.3 fail); not a hard reject of domain/ULMC.,pls,from public organizations in Indonesia were analyzed using Partial Least Squares Structural Equation Modeling (PLS- SEM). The findings revea,EBSCO_M0297_Jl. Hayam Wuruk SH No. Semarang_2026_P-ISSN_2302-9315_Vol_14_No_1_Jan_2026_Page_61-71.txt
M0298,118,Digital transformation in SMEs: the impacts of strategic orientations and exploratory search strategies.,excluded_pls,True,True,False,excluded_pls,medium,PLS-SEM excluded (Q1.3): PLS-SEM estimation detected; domain=True; ulmc=True,DOMAIN_PASS_KEYWORDS_METADATA,management-domain keywords in metadata (n=4),ULMC_PASS_EMPIRICAL,empirical ULMC detected (ulmc_signals=1),PLS_FAIL_SEM_DETECTED,PLS-SEM estimation detected,EXCLUDE_Q1_3_PLS,Q1.1 PASS (DOMAIN_PASS_KEYWORDS_METADATA): management-domain keywords in metadata (n=4). Q1.2 PASS (ULMC_PASS_EMPIRICAL): empirical ULMC detected (ulmc_signals=1). Q1.3 FAIL (PLS_FAIL_SEM_DETECTED): PLS-SEM estimation detected. Decision: excluded_pls — PLS-SEM detected (Q1.3 fail); not a hard reject of domain/ULMC.,pls,proach This study analyzes data from 230 Chinese SMEs using partial least squares structural equation modeling to assess the impacts of stra,EBSCO_M0298_LexisNexis_2026_About_LexisNexis_Privacy_Policy_Terms_Conditions.txt
M0299,119,Job crafting towards strengths and interests: how overqualification enhances creativity?,included,True,True,True,included,high,Q1.1–Q1.3 all pass,DOMAIN_PASS_JOURNAL_OUTLET,management journal/outlet match,ULMC_PASS_EMPIRICAL,empirical ULMC detected (ulmc_signals=1),PLS_PASS_NOT_DETECTED,no PLS-SEM detected,INCLUDE_ALL_CRITERIA_PASS,Q1.1 PASS (DOMAIN_PASS_JOURNAL_OUTLET): management journal/outlet match. Q1.2 PASS (ULMC_PASS_EMPIRICAL): empirical ULMC detected (ulmc_signals=1). Q1.3 PASS (PLS_PASS_NOT_DETECTED): no PLS-SEM detected. Decision: included — all Level 1 criteria pass.,ulmc,"= 0.904, RMSEA = 0.054, SRMR = 0.062). Second, we added an unmeasured latent method factor (Podsakoff et al., 2003) when running CFA analysis in Mplu",EBSCO_M0299_Yana Dua_2023_Job_crafting_towards_strengths_and_interests_how.txt
M0300,120,To build a thriving workforce: unpacking the relationship between well-being-oriented human resource management and work outcomes.,included,True,True,True,included,high,Q1.1–Q1.3 all pass,DOMAIN_PASS_JOURNAL_OUTLET,management journal/outlet match,ULMC_PASS_EMPIRICAL,empirical ULMC detected (ulmc_signals=2),PLS_PASS_NOT_DETECTED,no PLS-SEM detected,INCLUDE_ALL_CRITERIA_PASS,Q1.1 PASS (DOMAIN_PASS_JOURNAL_OUTLET): management journal/outlet match. Q1.2 PASS (ULMC_PASS_EMPIRICAL): empirical ULMC detected (ulmc_signals=2). Q1.3 PASS (PLS_PASS_NOT_DETECTED): no PLS-SEM detected. Decision: included — all Level 1 criteria pass.,ulmc,"cedures suggested by Podsakoff et al. (2003), we added an unmeasured latent method factor to the proposed measure­ ment model and examined whether it",EBSCO_M0300_Xiao_2017_The_International_Journal_of_Human_Resource_Mana.txt
M0301,121,"The impact of enterprise–union coupling relationships on gig workers' well-being in China: the roles of basic rights, growth rights and time pressure.",included,True,True,True,included,high,Q1.1–Q1.3 all pass,DOMAIN_PASS_JOURNAL_OUTLET,management journal/outlet match,ULMC_PASS_EMPIRICAL,empirical ULMC detected (ulmc_signals=1),PLS_PASS_NOT_DETECTED,no PLS-SEM detected,INCLUDE_ALL_CRITERIA_PASS,Q1.1 PASS (DOMAIN_PASS_JOURNAL_OUTLET): management journal/outlet match. Q1.2 PASS (ULMC_PASS_EMPIRICAL): empirical ULMC detected (ulmc_signals=1). Q1.3 PASS (PLS_PASS_NOT_DETECTED): no PLS-SEM detected. Decision: included — all Level 1 criteria pass.,ulmc,"f et al. (2012), we conducted a CFA by con­ trolling for an unmeasured latent method factor to address the potential issue of CMV. Results in Table 3",EBSCO_M0301_Xuanqi Zhaa_2025_The_International_Journal_of_Human_Resource_Mana.txt
M0302,122,Relational leadership and work‒life balance: The moderated mediating role of relational energy.,included,True,True,True,included,high,Q1.1–Q1.3 all pass,DOMAIN_PASS_JOURNAL_OUTLET,management journal/outlet match,ULMC_PASS_EMPIRICAL,empirical ULMC detected (ulmc_signals=3),PLS_PASS_NOT_DETECTED,no PLS-SEM detected,INCLUDE_ALL_CRITERIA_PASS,Q1.1 PASS (DOMAIN_PASS_JOURNAL_OUTLET): management journal/outlet match. Q1.2 PASS (ULMC_PASS_EMPIRICAL): empirical ULMC detected (ulmc_signals=3). Q1.3 PASS (PLS_PASS_NOT_DETECTED): no PLS-SEM detected. Decision: included — all Level 1 criteria pass.,ulmc,"us study (Podsakoff & Organ, 1986). We further conducted an unmeasured latent method construct (ULMC) analysis to detect CMV, which is in line with previ",EBSCO_M0302_:–_2024_Asia_Pacific_Journal_of_Management_2025_42237924.txt
M0303,123,The Downside of Ethical Convictions: Why and When Employees Reduce Ethical Voice in Response to Perceived Supervisor Ethical Conviction.,included,True,True,True,included,high,Q1.1–Q1.3 all pass,DOMAIN_PASS_JOURNAL_OUTLET,management journal/outlet match,ULMC_PASS_EMPIRICAL,empirical ULMC detected (ulmc_signals=1),PLS_PASS_NOT_DETECTED,no PLS-SEM detected,INCLUDE_ALL_CRITERIA_PASS,Q1.1 PASS (DOMAIN_PASS_JOURNAL_OUTLET): management journal/outlet match. Q1.2 PASS (ULMC_PASS_EMPIRICAL): empirical ULMC detected (ulmc_signals=1). Q1.3 PASS (PLS_PASS_NOT_DETECTED): no PLS-SEM detected. Decision: included — all Level 1 criteria pass.,ulmc,"than the threshold of 50%. Addi- tionally, we followed the unmeasured latent method factor technique (Podsakoff et al., 2003, 2012) and added a first",EBSCO_M0303_Feng_2024_The_Downside_of_Ethical_Convictions_Why_and_When.txt
M0304,124,How Much Does the Business Development of Circular Eco‐Efficient Practices Improve by Shaking Stakeholders up?,included,True,True,True,included,high,Q1.1–Q1.3 all pass,DOMAIN_PASS_JOURNAL_OUTLET,management journal/outlet match,ULMC_PASS_EMPIRICAL,empirical ULMC detected (ulmc_signals=1),PLS_PASS_NOT_DETECTED,no PLS-SEM detected,INCLUDE_ALL_CRITERIA_PASS,Q1.1 PASS (DOMAIN_PASS_JOURNAL_OUTLET): management journal/outlet match. Q1.2 PASS (ULMC_PASS_EMPIRICAL): empirical ULMC detected (ulmc_signals=1). Q1.3 PASS (PLS_PASS_NOT_DETECTED): no PLS-SEM detected. Decision: included — all Level 1 criteria pass.,ulmc,"n's single-­factor test to evaluate the effect of a single unmeasured latent method factor (Chang, van Witteloostuijn, and Eden 2010). All the observ",EBSCO_M0304_Business Ethics_2023_HOW_MUCH_DOES_THE_BUSINESS_DEVELOPMENT_OF_CIRCUL.txt
M0305,125,Unpacking the Path from Knowledge Heterogeneity to Team Creativity: A Knowledge-Based View and Dynamic Capability Theory Perspective.,included,True,True,True,included,high,Q1.1–Q1.3 all pass,DOMAIN_PASS_JOURNAL_OUTLET,management journal/outlet match,ULMC_PASS_EMPIRICAL,empirical ULMC detected (ulmc_signals=1),PLS_PASS_NOT_DETECTED,no PLS-SEM detected,INCLUDE_ALL_CRITERIA_PASS,Q1.1 PASS (DOMAIN_PASS_JOURNAL_OUTLET): management journal/outlet match. Q1.2 PASS (ULMC_PASS_EMPIRICAL): empirical ULMC detected (ulmc_signals=1). Q1.3 PASS (PLS_PASS_NOT_DETECTED): no PLS-SEM detected. Decision: included — all Level 1 criteria pass.,ulmc,"s not severe. In addition, a five-factor model that adds an unmeasured latent method factor to the hypothesized four-factor model was estimated and com",EBSCO_M0305_Hongyi Cai_2025_Unpacking_the_Path_from_Knowledge_Heterogeneity.txt
M0306,126,"Reading Minds, Sparking Ideas: How Machiavellian Leaders Boost Team Creativity Through Cross-Understanding.",included,True,True,True,included,medium,Q1.1–Q1.3 all pass,DOMAIN_PASS_KEYWORDS_METADATA,management-domain keywords in metadata (n=5),ULMC_PASS_EMPIRICAL,empirical ULMC detected (ulmc_signals=2),PLS_PASS_NOT_DETECTED,no PLS-SEM detected,INCLUDE_ALL_CRITERIA_PASS,Q1.1 PASS (DOMAIN_PASS_KEYWORDS_METADATA): management-domain keywords in metadata (n=5). Q1.2 PASS (ULMC_PASS_EMPIRICAL): empirical ULMC detected (ulmc_signals=2). Q1.3 PASS (PLS_PASS_NOT_DETECTED): no PLS-SEM detected. Decision: included — all Level 1 criteria pass.,ulmc,"un- likely to be a serious concern. Second, we adopted the unmeasured latent method factor control (ULMC) approach, adding a method factor to the four",EBSCO_M0306_Yan_2025_Reading_Minds_Sparking_Ideas_How_Machiavellian_L.txt
M0307,127,"The more you connect, the less you connect: An examination of the role of phubbing at home and job crafting in the crossover and spillover effects of work–family spousal support on employee creativity.",included,True,True,True,included,medium,Q1.1–Q1.3 all pass,DOMAIN_PASS_KEYWORDS_METADATA,management-domain keywords in metadata (n=5),ULMC_PASS_EMPIRICAL,empirical ULMC detected (ulmc_signals=2),PLS_PASS_NOT_DETECTED,no PLS-SEM detected,INCLUDE_ALL_CRITERIA_PASS,Q1.1 PASS (DOMAIN_PASS_KEYWORDS_METADATA): management-domain keywords in metadata (n=5). Q1.2 PASS (ULMC_PASS_EMPIRICAL): empirical ULMC detected (ulmc_signals=2). Q1.3 PASS (PLS_PASS_NOT_DETECTED): no PLS-SEM detected. Decision: included — all Level 1 criteria pass.,ulmc,"V (Beal, 2015). Additionally, we control the effects of the unmeasured latent method factor following the recommendation by Podsakoff et al. (2003). W",EBSCO_M0307_Psychol._2023_The_More_You_Connect_the_Less_You_Connect_An_Exa.txt
M0308,128,The Impact of Empowering Leadership on Taking Charge Behaviors: Mediating Strengths Use and Moderating Ambition.,included,True,True,True,included,medium,Q1.1–Q1.3 all pass,DOMAIN_PASS_KEYWORDS_METADATA,management-domain keywords in metadata (n=3),ULMC_PASS_EMPIRICAL,empirical ULMC detected (ulmc_signals=1),PLS_PASS_NOT_DETECTED,no PLS-SEM detected,INCLUDE_ALL_CRITERIA_PASS,Q1.1 PASS (DOMAIN_PASS_KEYWORDS_METADATA): management-domain keywords in metadata (n=3). Q1.2 PASS (ULMC_PASS_EMPIRICAL): empirical ULMC detected (ulmc_signals=1). Q1.3 PASS (PLS_PASS_NOT_DETECTED): no PLS-SEM detected. Decision: included — all Level 1 criteria pass.,ulmc,"Following Podsakoff et al.’s recommendation [70], a single unmeasured latent method factor approach was employed to assess the presence of common meth",EBSCO_M0308_Kong_2024_The_Impact_of_Empowering_Leadership_on_Taking_Ch.txt
M0309,129,Organizational Benefits of Commuting Support: The Impact of Flexible Working Hours on Employees' OCB through Commuting Control.,included,True,True,True,included,medium,Q1.1–Q1.3 all pass,DOMAIN_PASS_KEYWORDS_METADATA,management-domain keywords in metadata (n=4),ULMC_PASS_EMPIRICAL,empirical ULMC detected (ulmc_signals=1),PLS_PASS_NOT_DETECTED,no PLS-SEM detected,INCLUDE_ALL_CRITERIA_PASS,Q1.1 PASS (DOMAIN_PASS_KEYWORDS_METADATA): management-domain keywords in metadata (n=4). Q1.2 PASS (ULMC_PASS_EMPIRICAL): empirical ULMC detected (ulmc_signals=1). Q1.3 PASS (PLS_PASS_NOT_DETECTED): no PLS-SEM detected. Decision: included — all Level 1 criteria pass.,ulmc,"). In this paper, we controlled for the effects of a single unmeasured latent method factor to test whether there was a common method bias (Xiong et a",EBSCO_M0309_© The Author(s)_2024_ORIGINAL_RESEARCH_Accepted_17_June_2024_Publishe.txt
M0310,130,The dark side of creativity: its connection to work-family conflict.,excluded_pls,True,True,False,excluded_pls,medium,PLS-SEM excluded (Q1.3): PLS-SEM estimation detected; domain=True; ulmc=True,DOMAIN_PASS_KEYWORDS_METADATA,management-domain keywords in metadata (n=2),ULMC_PASS_EMPIRICAL,empirical ULMC detected (ulmc_signals=1),PLS_FAIL_SEM_DETECTED,PLS-SEM estimation detected,EXCLUDE_Q1_3_PLS,Q1.1 PASS (DOMAIN_PASS_KEYWORDS_METADATA): management-domain keywords in metadata (n=2). Q1.2 PASS (ULMC_PASS_EMPIRICAL): empirical ULMC detected (ulmc_signals=1). Q1.3 FAIL (PLS_FAIL_SEM_DETECTED): PLS-SEM estimation detected. Decision: excluded_pls — PLS-SEM detected (Q1.3 fail); not a hard reject of domain/ULMC.,pls,"ons (Vol. 2). Wiley. Kock, N. (2015). Common method bias in PLS-SEM: A full collinearity assessment approach. International Jou",EBSCO_M0310_Xie_2022_The_dark_side_of_creativity_its_connection_to_wo.txt
M0311,131,Unleashing digital superheroes: Unravelling the empathy factor in digital competence and online teacher autonomy support.,included,True,True,True,included,medium,Q1.1–Q1.3 all pass,DOMAIN_PASS_KEYWORDS_METADATA,management-domain keywords in metadata (n=1),ULMC_PASS_EMPIRICAL,empirical ULMC detected (ulmc_signals=1),PLS_PASS_NOT_DETECTED,no PLS-SEM detected,INCLUDE_ALL_CRITERIA_PASS,Q1.1 PASS (DOMAIN_PASS_KEYWORDS_METADATA): management-domain keywords in metadata (n=1). Q1.2 PASS (ULMC_PASS_EMPIRICAL): empirical ULMC detected (ulmc_signals=1). Q1.3 PASS (PLS_PASS_NOT_DETECTED): no PLS-SEM detected. Decision: included — all Level 1 criteria pass.,ulmc,"3). This approach, controlling for the effects of a single unmeasured latent method factor (using Mplus 8.3), is consid- ered a best practice to addre",EBSCO_M0311_Technol._2023_Unleashing_Digital_Superheroes_Unraveling_the_Em.txt
M0312,132,THE ROLES OF PARTNERING AND BOUNDARY ACTIVITIES ON PROJECT RESILIENCE UNDER DISRUPTIONS.,level1_fail,True,False,True,excluded,medium,Q1.2: non-empirical study (systematic review),DOMAIN_PASS_KEYWORDS_METADATA,management-domain keywords in metadata (n=1),ULMC_FAIL_NON_EMPIRICAL,non-empirical study (systematic review),PLS_PASS_NOT_DETECTED,no PLS-SEM detected,EXCLUDE_Q1_2_ULMC,Q1.1 PASS (DOMAIN_PASS_KEYWORDS_METADATA): management-domain keywords in metadata (n=1). Q1.2 FAIL (ULMC_FAIL_NON_EMPIRICAL): non-empirical study (systematic review). Q1.3 PASS (PLS_PASS_NOT_DETECTED): no PLS-SEM detected. Decision: excluded — Level 1 eligibility fail.,,,EBSCO_M0312_SHEN_2023_THE_ROLES_OF_PARTNERING_AND_BOUNDARY_ACTIVITIES.txt
M0313,133,The Buffering Role of Anti‐Violence Human Resource Management Practices in Shaping How Police Officers Cope With Workplace Violence.,level1_fail,True,False,True,excluded,high,Q1.2: non-empirical study (systematic review),DOMAIN_PASS_JOURNAL_OUTLET,management journal/outlet match,ULMC_FAIL_NON_EMPIRICAL,non-empirical study (systematic review),PLS_PASS_NOT_DETECTED,no PLS-SEM detected,EXCLUDE_Q1_2_ULMC,Q1.1 PASS (DOMAIN_PASS_JOURNAL_OUTLET): management journal/outlet match. Q1.2 FAIL (ULMC_FAIL_NON_EMPIRICAL): non-empirical study (systematic review). Q1.3 PASS (PLS_PASS_NOT_DETECTED): no PLS-SEM detected. Decision: excluded — Level 1 eligibility fail.,harman,Dd 1987 (251) 0.717 0.716 0.138 0.108 1381 14*** Model Ee (Harman's single factor test) 2417 (252) 0.647 0.646 0.154 0.124 1811 15*** Note: A,EBSCO_M0313_Human Resource Management_2024_The_buffering_role_of_antiviolence_human_resourc.txt
M0314,134,Technostress and work-family conflict in ICT-user employees during the COVID-19 pandemic: the role of social support and mindfulness.,included,True,True,True,included,medium,Q1.1–Q1.3 all pass,DOMAIN_PASS_KEYWORDS_METADATA,management-domain keywords in metadata (n=3),ULMC_PASS_EMPIRICAL,empirical ULMC detected (ulmc_signals=1),PLS_PASS_NOT_DETECTED,no PLS-SEM detected,INCLUDE_ALL_CRITERIA_PASS,Q1.1 PASS (DOMAIN_PASS_KEYWORDS_METADATA): management-domain keywords in metadata (n=3). Q1.2 PASS (ULMC_PASS_EMPIRICAL): empirical ULMC detected (ulmc_signals=1). Q1.3 PASS (PLS_PASS_NOT_DETECTED): no PLS-SEM detected. Decision: included — all Level 1 criteria pass.,ulmc,"sakoﬀet al. (2003) and Liang et al. (2007), we adopted the Unmeasured Latent Method Factor technique. The results showed that the unstandardised facto",EBSCO_M0314_Carla_Azpíroz-Dorronsoro_2021_untitled.txt
M0315,135,Differences in influencing mechanism of clinicians' adoption behavior for liver cancer screening technology between the leading and subordinate hospitals within medical consortiums.,level1_fail,False,True,True,excluded,low,Q1.1: no management-domain signal; flag for manual review,DOMAIN_FAIL_NO_SIGNAL,no management-domain signal; flag for manual review,ULMC_PASS_EMPIRICAL,empirical ULMC detected (ulmc_signals=2),PLS_PASS_NOT_DETECTED,no PLS-SEM detected,EXCLUDE_Q1_1_DOMAIN,Q1.1 FAIL (DOMAIN_FAIL_NO_SIGNAL): no management-domain signal; flag for manual review. Q1.2 PASS (ULMC_PASS_EMPIRICAL): empirical ULMC detected (ulmc_signals=2). Q1.3 PASS (PLS_PASS_NOT_DETECTED): no PLS-SEM detected. Decision: excluded — Level 1 eligibility fail.,ulmc,investigate clinicians who were aware of CEUS and worked in liver disease-related departments within the sampled medical institutions,EBSCO_M0315_Williams_2024_RESEARCH.txt
M0316,136,How Is Job Insecurity Related to Workers' Work–Family Conflict during the Pandemic? The Mediating Role of Working Excessively and Techno-Overload.,excluded_pls,True,True,False,excluded_pls,high,PLS-SEM excluded (Q1.3): PLS-SEM estimation detected; domain=True; ulmc=True,DOMAIN_PASS_JOURNAL_OUTLET,management journal/outlet match,ULMC_PASS_EMPIRICAL,empirical ULMC detected (ulmc_signals=1),PLS_FAIL_SEM_DETECTED,PLS-SEM estimation detected,EXCLUDE_Q1_3_PLS,Q1.1 PASS (DOMAIN_PASS_JOURNAL_OUTLET): management journal/outlet match. Q1.2 PASS (ULMC_PASS_EMPIRICAL): empirical ULMC detected (ulmc_signals=1). Q1.3 FAIL (PLS_FAIL_SEM_DETECTED): PLS-SEM estimation detected. Decision: excluded_pls — PLS-SEM detected (Q1.3 fail); not a hard reject of domain/ULMC.,pls,"ir, J.F., Jr.; Matthews, L.M.; Matthews, R.L.; Sarstedt, M. PLS-SEM or CB-SEM: Updated Guidelines on Which Method to Use. Int.",EBSCO_M0316_Finstad_2024_How_Is_Job_Insecurity_Related_to_Workers_WorkFam.txt
M0317,137,Why do I (not) trust my employees? Predicting factors for leaders' trust in employees.,included,True,True,True,included,medium,Q1.1–Q1.3 all pass,DOMAIN_PASS_KEYWORDS_METADATA,management-domain keywords in metadata (n=3),ULMC_PASS_EMPIRICAL,empirical ULMC detected (ulmc_signals=2),PLS_PASS_NOT_DETECTED,no PLS-SEM detected,INCLUDE_ALL_CRITERIA_PASS,Q1.1 PASS (DOMAIN_PASS_KEYWORDS_METADATA): management-domain keywords in metadata (n=3). Q1.2 PASS (ULMC_PASS_EMPIRICAL): empirical ULMC detected (ulmc_signals=2). Q1.3 PASS (PLS_PASS_NOT_DETECTED): no PLS-SEM detected. Decision: included — all Level 1 criteria pass.,ulmc,"ing Podsakoff, MacKenzie, and Podsakoff (2012), we used an unmeasured latent method factor to assess the issue. Table 1 shows that the fit of the mod",EBSCO_M0317_Lhaden_2025_Why_do_I_not_trust_my_employees_Predicting_facto.txt
M0318,138,When and Why Negative Supervisor Gossip Yields Functional and Dysfunctional Consequences on Subordinate Interactive Behaviors.,included,True,True,True,included,high,Q1.1–Q1.3 all pass,DOMAIN_PASS_JOURNAL_OUTLET,management journal/outlet match,ULMC_PASS_EMPIRICAL,empirical ULMC detected (ulmc_signals=1),PLS_PASS_NOT_DETECTED,no PLS-SEM detected,INCLUDE_ALL_CRITERIA_PASS,Q1.1 PASS (DOMAIN_PASS_JOURNAL_OUTLET): management journal/outlet match. Q1.2 PASS (ULMC_PASS_EMPIRICAL): empirical ULMC detected (ulmc_signals=1). Q1.3 PASS (PLS_PASS_NOT_DETECTED): no PLS-SEM detected. Decision: included — all Level 1 criteria pass.,ulmc,"d the Harman’s single-fac- tor test using SPSS 26.0 and the unmeasured latent method factor technique using Mplus 7.4 (Podsakoff et al., 2003, 2012).",EBSCO_M0318__2024_When_and_Why_Negative_Supervisor_Gossip_Yields_F.txt
M0319,139,From Deception to Rejection: Unraveling the Impact of Workplace Cheating Behavior on Coworker Ostracism.,included,True,True,True,included,high,Q1.1–Q1.3 all pass,DOMAIN_PASS_JOURNAL_OUTLET,management journal/outlet match,ULMC_PASS_EMPIRICAL,empirical ULMC detected (ulmc_signals=3),PLS_PASS_NOT_DETECTED,no PLS-SEM detected,INCLUDE_ALL_CRITERIA_PASS,Q1.1 PASS (DOMAIN_PASS_JOURNAL_OUTLET): management journal/outlet match. Q1.2 PASS (ULMC_PASS_EMPIRICAL): empirical ULMC detected (ulmc_signals=3). Q1.3 PASS (PLS_PASS_NOT_DETECTED): no PLS-SEM detected. Decision: included — all Level 1 criteria pass.,ulmc,A results for the six-factor measurement model in which an unmeasured latent method factor was added to the five-factor model and all items were spec,EBSCO_M0319__2023_From_Deception_to_Rejection_Unraveling_the_Impac.txt
